Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
48.0,Female,57.3,1.9,172,,55.0,1.62,877.0,Yoga,10.0,2.8,2.0,2.0,38.13
54.0,,40.0,1.75,174,166.0,66.0,1.58,409.0,Cardio,27.9,3.5,5.0,2.0,17.72
44.0,Male,94.4,1.82,182,140.0,57.0,1.38,1369.0,HIIT,20.7,3.2,3.0,1.0,22.79
46.0,Male,44.9,1.93,177,154.0,58.0,2.0,1434.0,HIIT,31.4,3.5,4.0,2.0,12.32
55.0,Male,61.9,1.74,163,140.0,73.0,0.97,598.0,Strength,23.6,3.1,2.0,1.0,27.13
24.0,Male,83.4,1.7,162,169.0,51.0,1.87,879.0,Yoga,26.4,3.3,4.0,1.0,21.68
18.0,Female,83.6,1.84,186,137.0,73.0,1.33,1338.0,Strength,35.0,2.6,2.0,2.0,30.41
18.0,Male,87.3,1.71,199,145.0,65.0,1.16,1783.0,Cardio,30.0,3.3,3.0,3.0,12.32
18.0,Female,48.6,1.72,180,136.0,72.0,1.38,1185.0,Strength,23.5,1.8,,2.0,21.68
18.0,Female,80.7,2.0,184,142.0,74.0,0.72,1221.0,Yoga,25.6,1.9,2.0,2.0,18.28
33.0,Female,62.6,1.71,192,158.0,57.0,1.99,1081.0,Yoga,31.3,3.5,2.0,2.0,31.79
19.0,Male,41.9,1.69,176,138.0,74.0,1.89,1010.0,Yoga,27.9,2.6,2.0,2.0,17.97
58.0,Male,47.6,1.84,182,155.0,66.0,1.59,635.0,Yoga,11.2,2.6,4.0,3.0,13.65
18.0,Female,129.9,1.76,168,135.0,50.0,1.3,1208.0,HIIT,25.1,2.0,3.0,2.0,13.89
58.0,Female,73.3,1.69,180,156.0,72.0,1.6,1350.0,Yoga,25.4,3.0,4.0,1.0,38.45
47.0,Male,45.4,1.81,189,128.0,55.0,1.01,662.0,Strength,28.6,3.6,4.0,1.0,29.15
47.0,Male,50.6,1.65,192,169.0,63.0,1.36,594.0,Strength,25.5,2.2,5.0,2.0,28.24
56.0,Male,54.0,1.92,190,129.0,73.0,0.61,985.0,HIIT,21.6,2.5,3.0,2.0,12.32
34.0,Female,73.1,1.73,166,161.0,69.0,1.64,765.0,Yoga,27.0,3.3,4.0,2.0,21.47
36.0,Male,47.2,1.83,,146.0,54.0,1.3,775.0,HIIT,29.9,3.4,4.0,1.0,13.01
21.0,Female,48.7,,198,162.0,56.0,1.06,1503.0,HIIT,10.1,3.4,2.0,2.0,23.7
29.0,Female,66.1,1.63,181,169.0,71.0,1.48,666.0,HIIT,30.6,1.6,5.0,1.0,17.15
18.0,Male,59.0,1.78,173,169.0,51.0,1.07,904.0,Strength,18.9,3.2,2.0,3.0,12.32
33.0,Female,94.2,1.86,172,148.0,61.0,1.34,685.0,Cardio,28.9,1.8,3.0,1.0,22.89
38.0,Male,40.0,1.86,187,126.0,71.0,1.6,1059.0,Cardio,14.7,3.0,2.0,2.0,12.32
18.0,Female,73.6,1.53,186,128.0,50.0,1.46,1222.0,Cardio,25.2,2.3,3.0,1.0,14.92
50.0,Male,69.1,1.88,,131.0,55.0,0.99,777.0,Yoga,19.9,3.7,3.0,1.0,17.62
31.0,Female,60.2,1.75,166,155.0,57.0,0.92,819.0,Cardio,10.0,3.2,5.0,1.0,12.32
40.0,Male,73.8,1.85,185,165.0,59.0,1.99,1485.0,,27.9,2.0,4.0,1.0,22.4
18.0,Male,72.8,1.84,174,152.0,62.0,1.32,730.0,Cardio,23.5,2.1,2.0,3.0,12.32
33.0,Female,40.0,1.63,165,159.0,74.0,2.0,935.0,Yoga,28.2,1.6,2.0,3.0,12.98
33.0,Female,99.6,1.72,164,169.0,70.0,1.41,962.0,HIIT,23.6,3.7,5.0,2.0,28.7
48.0,Male,71.5,1.71,183,151.0,62.0,1.05,,Strength,22.0,2.7,4.0,3.0,20.39
55.0,Male,64.4,1.76,163,144.0,74.0,1.48,717.0,Cardio,26.7,1.7,2.0,3.0,21.26
50.0,Female,56.4,1.67,193,128.0,59.0,1.9,1190.0,HIIT,17.5,3.7,2.0,2.0,12.32
21.0,Male,45.2,1.73,198,156.0,59.0,1.07,1562.0,Cardio,24.2,2.8,4.0,2.0,22.25
49.0,Female,86.0,1.5,192,127.0,65.0,1.79,636.0,HIIT,22.1,1.8,4.0,3.0,
49.0,,70.0,1.64,182,134.0,71.0,1.5,1132.0,Cardio,29.2,,4.0,3.0,18.38
33.0,Female,60.7,2.0,188,169.0,74.0,1.42,705.0,Cardio,23.3,3.2,4.0,2.0,21.91
42.0,Male,53.6,1.86,199,167.0,62.0,2.0,1096.0,Strength,21.9,3.4,3.0,1.0,20.71
35.0,Female,64.3,1.79,188,148.0,62.0,1.63,1192.0,HIIT,16.3,2.2,5.0,2.0,13.91
18.0,Male,78.0,1.51,182,169.0,64.0,1.06,990.0,Strength,31.4,3.1,3.0,2.0,12.32
46.0,Male,50.2,1.8,193,132.0,74.0,1.21,893.0,HIIT,28.4,3.4,3.0,3.0,15.85
29.0,Female,57.0,1.62,188,126.0,70.0,2.0,998.0,Yoga,17.9,3.4,4.0,1.0,13.32
50.0,Male,87.6,1.67,172,156.0,74.0,0.97,1005.0,,23.0,2.0,4.0,2.0,23.76
20.0,Female,86.0,1.69,183,136.0,58.0,1.16,861.0,Strength,23.3,3.6,5.0,,28.85
28.0,Female,43.3,1.78,193,128.0,72.0,1.27,1479.0,HIIT,26.3,3.4,3.0,1.0,31.04
18.0,Male,65.9,1.78,170,135.0,69.0,2.0,1734.0,Yoga,23.9,3.1,3.0,1.0,24.81
18.0,Female,61.0,1.51,173,146.0,58.0,2.0,1403.0,Cardio,21.7,2.1,2.0,2.0,12.32
22.0,Male,71.0,1.72,192,128.0,59.0,1.44,1436.0,Cardio,28.5,3.2,3.0,2.0,17.82
44.0,Male,56.7,1.77,194,161.0,68.0,1.47,,Strength,28.0,3.5,2.0,3.0,19.97
42.0,Female,57.3,1.76,174,131.0,74.0,1.13,841.0,Yoga,22.1,1.9,4.0,3.0,12.46
26.0,Male,95.2,1.68,163,142.0,68.0,0.71,1196.0,Strength,24.2,3.7,4.0,2.0,19.46
38.0,Male,71.7,1.71,187,,74.0,1.39,542.0,Yoga,26.5,3.1,3.0,1.0,12.32
49.0,Female,68.8,1.66,190,137.0,63.0,2.0,1023.0,Yoga,26.2,2.6,2.0,1.0,15.5
43.0,Female,69.7,1.75,193,162.0,53.0,0.52,1262.0,Cardio,26.1,1.5,3.0,2.0,22.68
34.0,Female,102.9,1.64,188,124.0,74.0,1.24,700.0,Strength,24.2,3.3,4.0,1.0,14.76
23.0,Female,90.5,1.5,182,148.0,67.0,1.16,1204.0,Strength,23.3,2.8,2.0,2.0,15.69
29.0,Female,40.0,1.72,194,127.0,68.0,1.51,1005.0,HIIT,27.1,2.1,2.0,1.0,21.98
31.0,Male,81.9,1.63,168,126.0,56.0,1.17,760.0,Cardio,23.1,2.1,4.0,2.0,12.32
38.0,Male,99.6,1.6,173,132.0,56.0,1.01,1128.0,Strength,30.6,3.4,2.0,2.0,16.92
18.0,Female,65.7,1.72,180,169.0,56.0,2.0,1005.0,HIIT,27.0,3.0,3.0,2.0,21.61
18.0,Male,,1.84,179,136.0,74.0,1.52,1256.0,Strength,22.5,3.4,2.0,2.0,18.9
41.0,Female,85.7,1.66,170,134.0,74.0,1.69,475.0,Yoga,11.1,1.5,4.0,1.0,17.33
29.0,Male,62.0,1.74,181,158.0,53.0,1.15,549.0,Yoga,22.5,2.2,,,16.32
45.0,Male,70.9,2.0,198,128.0,73.0,1.19,1064.0,HIIT,27.8,1.5,3.0,1.0,27.46
49.0,Female,59.2,1.55,185,169.0,63.0,1.32,1169.0,Yoga,25.1,1.7,4.0,1.0,27.18
29.0,Male,83.7,1.8,190,149.0,74.0,1.43,1157.0,Cardio,16.0,3.5,,1.0,13.59
55.0,Female,53.8,1.52,191,136.0,55.0,1.17,1102.0,HIIT,20.4,3.6,3.0,2.0,23.84
18.0,Female,68.1,1.66,160,120.0,65.0,1.43,1343.0,Cardio,27.2,3.3,4.0,1.0,25.77
41.0,Female,105.1,1.67,194,127.0,68.0,1.3,1068.0,Strength,30.6,3.5,3.0,3.0,17.65
24.0,,45.5,2.0,169,164.0,60.0,1.82,1297.0,HIIT,24.9,2.2,3.0,1.0,17.6
51.0,Male,58.8,1.63,188,155.0,59.0,1.1,897.0,Cardio,24.7,3.3,2.0,1.0,21.73
20.0,Male,52.9,1.8,163,159.0,57.0,1.45,1117.0,Strength,27.1,3.3,3.0,1.0,27.72
43.0,Female,57.1,1.96,196,149.0,51.0,1.88,858.0,Cardio,29.9,3.2,5.0,,13.07
23.0,Male,68.6,1.8,196,138.0,65.0,1.08,578.0,Strength,16.8,2.6,2.0,1.0,21.41
39.0,Male,76.2,1.77,164,169.0,74.0,2.0,1196.0,HIIT,28.7,3.3,2.0,1.0,17.38
47.0,Male,68.2,1.58,164,140.0,72.0,1.0,1316.0,HIIT,28.1,2.6,2.0,3.0,16.35
18.0,Male,40.0,1.64,160,152.0,56.0,1.2,1317.0,Cardio,19.2,1.8,3.0,1.0,28.02
28.0,Male,82.4,1.57,171,169.0,55.0,1.07,1218.0,HIIT,31.0,2.5,4.0,,12.47
29.0,Male,46.8,1.7,195,153.0,59.0,1.33,1178.0,Cardio,24.7,3.4,3.0,2.0,26.27
21.0,Male,62.2,1.71,190,142.0,58.0,2.0,1757.0,Yoga,18.5,3.1,,2.0,16.06
33.0,Male,58.1,1.65,168,130.0,60.0,1.18,850.0,Strength,22.4,3.1,3.0,2.0,12.32
,Female,82.7,1.79,191,124.0,,1.15,823.0,HIIT,31.8,1.8,3.0,1.0,12.32
45.0,Female,55.2,1.9,175,156.0,67.0,1.39,854.0,Strength,24.5,2.5,5.0,1.0,12.32
18.0,Female,65.5,1.69,178,134.0,53.0,1.29,405.0,Cardio,24.4,,4.0,2.0,12.32
22.0,Male,52.3,1.66,190,146.0,59.0,0.76,1186.0,Yoga,21.4,3.3,2.0,2.0,15.38
37.0,Female,40.0,1.66,176,134.0,57.0,2.0,931.0,Strength,27.2,2.7,3.0,2.0,23.21
28.0,Female,93.2,1.71,176,149.0,60.0,1.4,1348.0,HIIT,27.2,2.1,,2.0,14.12
18.0,Female,53.9,1.73,177,157.0,73.0,1.24,1483.0,Cardio,10.0,3.5,3.0,1.0,15.92
52.0,Male,54.9,1.67,167,144.0,69.0,2.0,997.0,Strength,16.4,2.5,4.0,2.0,18.27
18.0,Male,62.7,1.87,184,141.0,59.0,1.59,708.0,Cardio,10.3,1.5,2.0,2.0,13.14
57.0,Female,98.3,1.71,162,126.0,61.0,0.95,366.0,HIIT,22.7,3.3,3.0,2.0,20.61
40.0,Female,71.4,1.92,171,167.0,57.0,0.62,1412.0,Strength,10.0,1.8,3.0,1.0,18.19
33.0,Male,74.6,1.58,172,165.0,68.0,1.4,1271.0,Yoga,15.6,2.7,2.0,2.0,13.23
51.0,Male,47.1,2.0,177,163.0,65.0,1.29,1140.0,Yoga,21.9,2.8,5.0,1.0,14.85
46.0,Female,49.2,1.5,184,120.0,73.0,2.0,832.0,Yoga,25.9,3.3,3.0,1.0,15.31
36.0,Male,80.8,1.91,184,,59.0,0.99,780.0,HIIT,23.6,3.3,4.0,2.0,18.61
51.0,Male,80.8,2.0,167,129.0,55.0,1.52,1454.0,Cardio,33.9,1.6,3.0,1.0,12.58
59.0,Female,85.7,1.6,182,140.0,72.0,2.0,1243.0,Yoga,33.4,1.5,4.0,3.0,24.01
18.0,Male,42.3,1.64,198,169.0,65.0,1.55,1199.0,Cardio,26.4,3.2,4.0,1.0,15.26
23.0,Female,41.5,1.89,188,129.0,59.0,1.35,532.0,HIIT,27.6,3.4,3.0,2.0,20.79
22.0,Male,84.3,1.6,173,127.0,72.0,0.8,911.0,HIIT,24.0,3.3,5.0,1.0,13.86
34.0,Male,82.4,1.66,192,148.0,72.0,1.11,1090.0,Strength,26.3,3.4,2.0,2.0,18.08
24.0,,79.7,1.92,192,,53.0,1.29,1187.0,Yoga,25.3,3.5,5.0,3.0,45.54
32.0,Male,40.6,1.92,166,169.0,57.0,1.33,1783.0,Strength,17.1,3.6,5.0,3.0,12.32
46.0,Female,58.6,2.0,194,135.0,55.0,2.0,1162.0,HIIT,27.1,3.6,2.0,1.0,24.38
20.0,Male,40.0,1.81,176,138.0,66.0,1.44,1210.0,Cardio,23.0,3.6,4.0,2.0,12.32
36.0,Female,80.8,1.71,162,163.0,74.0,1.86,900.0,Yoga,19.4,2.0,2.0,2.0,12.54
54.0,Male,88.5,2.0,173,134.0,58.0,1.11,1388.0,HIIT,27.7,3.7,3.0,2.0,36.73
52.0,Male,84.3,1.69,164,169.0,54.0,0.77,1367.0,HIIT,32.6,2.9,3.0,2.0,15.11
47.0,Male,70.1,1.84,188,129.0,67.0,1.2,1261.0,Strength,28.4,2.5,3.0,2.0,17.99
35.0,Male,49.3,1.71,180,152.0,73.0,1.04,956.0,Cardio,32.9,1.7,4.0,3.0,12.65
40.0,Male,79.5,1.92,184,156.0,52.0,1.29,1178.0,Strength,14.7,1.5,4.0,1.0,23.51
